12c00000-14700000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
71bf4000-71bf9000 r--p 00000000 fd:00 1343                               /system/framework/arm64/boot-apache-xml.oat
71bf9000-71bfa000 r--s 00000000 fd:00 1374                               /system/framework/boot-apache-xml.vdex
71bfa000-71bfb000 r--p 00005000 fd:00 1343                               /system/framework/arm64/boot-apache-xml.oat
71bfb000-71bfc000 rw-p 00006000 fd:00 1343                               /system/framework/arm64/boot-apache-xml.oat
71bfc000-71e84000 r--p 00000000 fd:00 1355                               /system/framework/arm64/boot-framework.oat
71e84000-72791000 r-xp 00288000 fd:00 1355                               /system/framework/arm64/boot-framework.oat
72791000-72794000 rw-p 00000000 00:00 0                                  [anon:.bss]
72794000-7279d000 r--s 00000000 fd:00 1378                               /system/framework/boot-framework.vdex
7279d000-7279e000 r--p 00b95000 fd:00 1355                               /system/framework/arm64/boot-framework.oat
7279e000-7279f000 rw-p 00b96000 fd:00 1355                               /system/framework/arm64/boot-framework.oat
7279f000-727a8000 r--p 00000000 fd:00 1352                               /system/framework/arm64/boot-ext.oat
727a8000-727bf000 r-xp 00009000 fd:00 1352                               /system/framework/arm64/boot-ext.oat
727bf000-727c0000 rw-p 00000000 00:00 0                                  [anon:.bss]
727c0000-727c1000 r--s 00000000 fd:00 1377                               /system/framework/boot-ext.vdex
727c1000-727c2000 r--p 00020000 fd:00 1352                               /system/framework/arm64/boot-ext.oat
727c2000-727c3000 rw-p 00021000 fd:00 1352                               /system/framework/arm64/boot-ext.oat
727c3000-72826000 r--p 00000000 fd:00 1364                               /system/framework/arm64/boot-telephony-common.oat
72826000-72984000 r-xp 00063000 fd:00 1364                               /system/framework/arm64/boot-telephony-common.oat
72984000-72985000 rw-p 00000000 00:00 0                                  [anon:.bss]
72985000-72986000 r--s 00000000 fd:00 1381                               /system/framework/boot-telephony-common.vdex
72986000-72987000 r--p 001c1000 fd:00 1364                               /system/framework/arm64/boot-telephony-common.oat
72987000-72988000 rw-p 001c2000 fd:00 1364                               /system/framework/arm64/boot-telephony-common.oat
72988000-7298a000 r--p 00000000 fd:00 1367                               /system/framework/arm64/boot-voip-common.oat
7298a000-7298b000 r-xp 00002000 fd:00 1367                               /system/framework/arm64/boot-voip-common.oat
7298b000-7298c000 rw-p 00000000 00:00 0                                  [anon:.bss]
7298c000-7298d000 r--s 00000000 fd:00 1382                               /system/framework/boot-voip-common.vdex
7298d000-7298e000 r--p 00003000 fd:00 1367                               /system/framework/arm64/boot-voip-common.oat
7298e000-7298f000 rw-p 00004000 fd:00 1367                               /system/framework/arm64/boot-voip-common.oat
7298f000-72994000 r--p 00000000 fd:00 1358                               /system/framework/arm64/boot-ims-common.oat
72994000-7299f000 r-xp 00005000 fd:00 1358                               /system/framework/arm64/boot-ims-common.oat
7299f000-729a0000 rw-p 00000000 00:00 0                                  [anon:.bss]
729a0000-729a1000 r--s 00000000 fd:00 1379                               /system/framework/boot-ims-common.vdex
729a1000-729a2000 r--p 00010000 fd:00 1358                               /system/framework/arm64/boot-ims-common.oat
729a2000-729a3000 rw-p 00011000 fd:00 1358                               /system/framework/arm64/boot-ims-common.oat
729a3000-729a5000 r--p 00000000 fd:00 1340                               /system/framework/arm64/boot-android.test.base.oat
729a5000-729a6000 r--s 00000000 fd:00 1373                               /system/framework/boot-android.test.base.vdex
729a6000-729a7000 r--p 00002000 fd:00 1340                               /system/framework/arm64/boot-android.test.base.oat
729a7000-729a8000 rw-p 00003000 fd:00 1340                               /system/framework/arm64/boot-android.test.base.oat
729a8000-72b17000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote space]
72b17000-72b18000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
72b18000-72b8b000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
72b8b000-761a9000 ---p 00000000 00:00 0                                  [anon:dalvik-non moving space]
761a9000-769a8000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
769a8000-969a8000 rw-p 00000000 00:00 0                                  [anon:dalvik-free list large object space]
969a8000-989a8000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote-data-code-cache]
989a8000-9a9a8000 r--p 00000000 00:00 0                                  [anon:dalvik-zygote-jit-code-cache]
9a9a8000-9c9a8000 rw-s 00000000 00:01 336983                             /memfd:/jit-cache (deleted)
9c9a8000-9e9a8000 r-xs 02000000 00:01 336983                             /memfd:/jit-cache (deleted)
9e9a8000-9f74d000 rw-p 00000000 00:00 0                                  [anon:dalvik-/data/app/com.instagram.android-J1AUTiM8xAqG02LHuGn26g==/oat/arm64/base.art]
ebad6000-ebad7000 ---p 00000000 00:00 0                                  [anon:dalvik-Sentinel fault page]
7f7f80000-7f8650000 rw-s 00184000 00:12 19512                            /dev/kgsl-3d0
7fa160000-7fa2e0000 rw-s 000b7000 00:12 19512                            /dev/kgsl-3d0
7faa90000-7fb040000 rw-s 00074000 00:12 19512                            /dev/kgsl-3d0
7fb5f0000-7fba80000 rw-s 000a5000 00:12 19512                            /dev/kgsl-3d0
7fba8e000-7fba8f000 rw-s 0018b000 00:12 19512                            /dev/kgsl-3d0
7fba8f000-7fba90000 rw-s 0018a000 00:12 19512                            /dev/kgsl-3d0
7fbbab000-7fbbac000 rw-s 00189000 00:12 19512                            /dev/kgsl-3d0
7fbbac000-7fbbad000 rw-s 00188000 00:12 19512                            /dev/kgsl-3d0
7fbbad000-7fbbae000 rw-s 00187000 00:12 19512                            /dev/kgsl-3d0
7fbca9000-7fbcaa000 rw-s 00186000 00:12 19512                            /dev/kgsl-3d0
7fbf85000-7fbf86000 rw-s 00177000 00:12 19512                            /dev/kgsl-3d0
7fbf86000-7fbf87000 rw-s 00175000 00:12 19512                            /dev/kgsl-3d0
7fbf87000-7fbf88000 rw-s 00174000 00:12 19512                            /dev/kgsl-3d0
7fbf88000-7fbf89000 rw-s 00173000 00:12 19512                            /dev/kgsl-3d0
7fbf89000-7fbf8a000 rw-s 00172000 00:12 19512                            /dev/kgsl-3d0
7fc921000-7fc922000 rw-s 0016f000 00:12 19512                            /dev/kgsl-3d0
7fc931000-7fc932000 rw-s 0015c000 00:12 19512                            /dev/kgsl-3d0
7fc932000-7fc933000 rw-s 0015b000 00:12 19512                            /dev/kgsl-3d0
7fc933000-7fc934000 rw-s 0015a000 00:12 19512                            /dev/kgsl-3d0
7fc934000-7fc935000 rw-s 00159000 00:12 19512                            /dev/kgsl-3d0
7fc935000-7fc936000 rw-s 00158000 00:12 19512                            /dev/kgsl-3d0
7fc936000-7fc937000 rw-s 00157000 00:12 19512                            /dev/kgsl-3d0
7fc937000-7fc938000 rw-s 00156000 00:12 19512                            /dev/kgsl-3d0
7fc938000-7fc939000 rw-s 00155000 00:12 19512                            /dev/kgsl-3d0
7fc939000-7fc93a000 rw-s 00154000 00:12 19512                            /dev/kgsl-3d0
7fc93a000-7fc93b000 rw-s 00153000 00:12 19512                            /dev/kgsl-3d0
7fc93b000-7fc93c000 rw-s 00152000 00:12 19512                            /dev/kgsl-3d0
7fc93c000-7fc93d000 rw-s 00151000 00:12 19512                            /dev/kgsl-3d0
7fc93d000-7fc93e000 rw-s 00150000 00:12 19512                            /dev/kgsl-3d0
7fc93e000-7fc93f000 rw-s 0014f000 00:12 19512                            /dev/kgsl-3d0
7fc93f000-7fc940000 rw-s 0014e000 00:12 19512                            /dev/kgsl-3d0
7fc951000-7fc952000 rw-s 0014d000 00:12 19512                            /dev/kgsl-3d0
7fc952000-7fc953000 rw-s 0014c000 00:12 19512                            /dev/kgsl-3d0
7fc953000-7fc954000 rw-s 0014b000 00:12 19512                            /dev/kgsl-3d0
7fc95f000-7fc960000 rw-s 00145000 00:12 19512                            /dev/kgsl-3d0
7fc960000-7fc961000 rw-s 00144000 00:12 19512                            /dev/kgsl-3d0
7fc961000-7fc962000 rw-s 00143000 00:12 19512                            /dev/kgsl-3d0
7fc962000-7fc963000 rw-s 00142000 00:12 19512                            /dev/kgsl-3d0
7fc963000-7fc964000 rw-s 00141000 00:12 19512                            /dev/kgsl-3d0
7fc964000-7fc965000 rw-s 00140000 00:12 19512                            /dev/kgsl-3d0
7fc965000-7fc966000 rw-s 0013d000 00:12 19512                            /dev/kgsl-3d0
7fc966000-7fc967000 rw-s 0013c000 00:12 19512                            /dev/kgsl-3d0
7fc967000-7fc968000 rw-s 0013b000 00:12 19512                            /dev/kgsl-3d0
7fc968000-7fc969000 rw-s 0013a000 00:12 19512                            /dev/kgsl-3d0
7fc969000-7fc96a000 rw-s 00139000 00:12 19512                            /dev/kgsl-3d0
7fc96a000-7fc96b000 rw-s 00138000 00:12 19512                            /dev/kgsl-3d0
7fc96b000-7fc96c000 rw-s 00137000 00:12 19512                            /dev/kgsl-3d0
7fc96c000-7fc96d000 rw-s 00136000 00:12 19512                            /dev/kgsl-3d0
7fc96d000-7fc96e000 rw-s 00135000 00:12 19512                            /dev/kgsl-3d0
7fc96e000-7fc96f000 rw-s 00134000 00:12 19512                            /dev/kgsl-3d0
7fc96f000-7fc970000 rw-s 00133000 00:12 19512                            /dev/kgsl-3d0
7fca7f000-7fca80000 rw-s 00120000 00:12 19512                            /dev/kgsl-3d0
7fcd60000-7fd200000 rw-s 00032000 00:12 19512                            /dev/kgsl-3d0
7fd20d000-7fd20e000 rw-s 0012d000 00:12 19512                            /dev/kgsl-3d0
7fd20e000-7fd20f000 rw-s 0012c000 00:12 19512                            /dev/kgsl-3d0
7fd20f000-7fd210000 rw-s 0012b000 00:12 19512                            /dev/kgsl-3d0
7fd267000-7fd268000 rw-s 0012a000 00:12 19512                            /dev/kgsl-3d0
7fd2e0000-7fd570000 rw-s 0001a000 00:12 19512                            /dev/kgsl-3d0
7fd570000-7fd8e0000 rw-s 000fa000 00:12 19512                            /dev/kgsl-3d0
7fd8e9000-7fd8ea000 rw-s 00129000 00:12 19512                            /dev/kgsl-3d0
7fd8ea000-7fd8eb000 rw-s 00128000 00:12 19512                            /dev/kgsl-3d0
7fd8ed000-7fd8ee000 rw-s 00125000 00:12 19512                            /dev/kgsl-3d0
7fd8ee000-7fd8ef000 rw-s 00124000 00:12 19512                            /dev/kgsl-3d0
7fd8ef000-7fd8f0000 rw-s 00123000 00:12 19512                            /dev/kgsl-3d0
7fd967000-7fd968000 rw-s 00122000 00:12 19512                            /dev/kgsl-3d0
7fd968000-7fd969000 rw-s 00121000 00:12 19512                            /dev/kgsl-3d0
7fd969000-7fd96a000 rw-s 00118000 00:12 19512                            /dev/kgsl-3d0
7fd970000-7fd972000 rw-s 00117000 00:12 19512                            /dev/kgsl-3d0
7fd973000-7fd975000 rw-s 00113000 00:12 19512                            /dev/kgsl-3d0
7fd975000-7fd976000 rw-s 0010e000 00:12 19512                            /dev/kgsl-3d0
7fd976000-7fd977000 rw-s 0010d000 00:12 19512                            /dev/kgsl-3d0
7fd977000-7fd978000 rw-s 0010c000 00:12 19512                            /dev/kgsl-3d0
7fd978000-7fd979000 rw-s 0010b000 00:12 19512                            /dev/kgsl-3d0
7fd979000-7fd97a000 rw-s 0010a000 00:12 19512                            /dev/kgsl-3d0
7fd97a000-7fd97b000 rw-s 00109000 00:12 19512                            /dev/kgsl-3d0
7fd97b000-7fd97c000 rw-s 00108000 00:12 19512                            /dev/kgsl-3d0
7fd97c000-7fd97d000 rw-s 00107000 00:12 19512                            /dev/kgsl-3d0
7fd97d000-7fd97e000 rw-s 00106000 00:12 19512                            /dev/kgsl-3d0
7fd97e000-7fd97f000 rw-s 00105000 00:12 19512                            /dev/kgsl-3d0
7fd97f000-7fd980000 rw-s 00104000 00:12 19512                            /dev/kgsl-3d0
7fd980000-7fd990000 rw-s 00101000 00:12 19512                            /dev/kgsl-3d0
7fd990000-7fdd90000 rw-s 000fc000 00:12 19512                            /dev/kgsl-3d0
7fe2d2000-7fe2d3000 rw-s 00103000 00:12 19512                            /dev/kgsl-3d0
7fe471000-7fe472000 rw-s 000e9000 00:12 19512                            /dev/kgsl-3d0
7fe472000-7fe473000 rw-s 000e8000 00:12 19512                            /dev/kgsl-3d0
7fe473000-7fe474000 rw-s 000e7000 00:12 19512                            /dev/kgsl-3d0
7fe474000-7fe475000 rw-s 000e6000 00:12 19512                            /dev/kgsl-3d0
7fe475000-7fe476000 rw-s 000e5000 00:12 19512                            /dev/kgsl-3d0
7fe476000-7fe477000 rw-s 000e4000 00:12 19512                            /dev/kgsl-3d0
7fe477000-7fe479000 rw-s 000e1000 00:12 19512                            /dev/kgsl-3d0
7fe9c0000-7fe9e0000 rw-s 000c6000 00:12 19512                            /dev/kgsl-3d0
7fea30000-7feabe000 rw-s 00112000 00:12 19512                            /dev/kgsl-3d0
7feabe000-7feabf000 rw-s 000d3000 00:12 19512                            /dev/kgsl-3d0
7feabf000-7feac0000 rw-s 000d2000 00:12 19512                            /dev/kgsl-3d0
7feb25000-7feb26000 rw-s 000d1000 00:12 19512                            /dev/kgsl-3d0
7feb26000-7feb27000 rw-s 000d0000 00:12 19512                            /dev/kgsl-3d0
7feb27000-7feb28000 rw-s 000cf000 00:12 19512                            /dev/kgsl-3d0
7feb93000-7feb94000 rw-s 000ce000 00:12 19512                            /dev/kgsl-3d0
7feb9b000-7feb9d000 rw-s 000c3000 00:12 19512                            /dev/kgsl-3d0
7fede8000-7fedec000 rw-s 0009d000 00:12 19512                            /dev/kgsl-3d0
7fee85000-7fee86000 rw-s 000b2000 00:12 19512                            /dev/kgsl-3d0
7fee86000-7fee87000 rw-s 000b1000 00:12 19512                            /dev/kgsl-3d0
7fee87000-7fee88000 rw-s 000b0000 00:12 19512                            /dev/kgsl-3d0
7feed0000-7feef0000 rw-s 00191000 00:12 19512                            /dev/kgsl-3d0
7fef30000-7fef50000 rw-s 00085000 00:12 19512                            /dev/kgsl-3d0
7fef50000-7fef90000 rw-s 000eb000 00:12 19512                            /dev/kgsl-3d0
7fefd0000-7feff0000 rw-s 00126000 00:12 19512                            /dev/kgsl-3d0
7ff010000-7ff030000 rw-s 00033000 00:12 19512                            /dev/kgsl-3d0
7ff0e0000-7ff100000 rw-s 000e0000 00:12 19512                            /dev/kgsl-3d0
7ff1a0000-7ff1c0000 rw-s 000dd000 00:12 19512                            /dev/kgsl-3d0
7ff2e0000-7ff300000 rw-s 00185000 00:12 19512                            /dev/kgsl-3d0
7ff300000-7ff320000 rw-s 000b4000 00:12 19512                            /dev/kgsl-3d0
7ff380000-7ff3a0000 rw-s 00015000 00:12 19512                            /dev/kgsl-3d0
7ff3a0000-7ff3c0000 rw-s 00197000 00:12 19512                            /dev/kgsl-3d0
7ff403000-7ff404000 rw-s 000af000 00:12 19512                            /dev/kgsl-3d0
7ff404000-7ff405000 rw-s 000ae000 00:12 19512                            /dev/kgsl-3d0
7ff405000-7ff406000 rw-s 000ad000 00:12 19512                            /dev/kgsl-3d0
7ff40e000-7ff40f000 rw-s 00093000 00:12 19512                            /dev/kgsl-3d0
7ff40f000-7ff410000 rw-s 00092000 00:12 19512                            /dev/kgsl-3d0
7ff420000-7ff460000 rw-s 000aa000 00:12 19512                            /dev/kgsl-3d0
7ff480000-7ff4a0000 rw-s 000fe000 00:12 19512                            /dev/kgsl-3d0
7ff500000-7ff520000 rw-s 00181000 00:12 19512                            /dev/kgsl-3d0
7ff560000-7ff570000 rw-s 0011b000 00:12 19512                            /dev/kgsl-3d0
7ff580000-7ff590000 rw-s 00131000 00:12 19512                            /dev/kgsl-3d0
7ff590000-7ff5b0000 rw-s 0017c000 00:12 19512                            /dev/kgsl-3d0
7ff5f0000-7ff600000 rw-s 00114000 00:12 19512                            /dev/kgsl-3d0
7ff610000-7ff630000 rw-s 000b9000 00:12 19512                            /dev/kgsl-3d0
7ff650000-7ff670000 rw-s 000a0000 00:12 19512                            /dev/kgsl-3d0
7ff670000-7ff730000 rw-s 00028000 00:12 19512                            /dev/kgsl-3d0
7ff730000-7ff740000 rw-s 0010f000 00:12 19512                            /dev/kgsl-3d0
7ff760000-7ff780000 rw-s 00072000 00:12 19512                            /dev/kgsl-3d0
7ff780000-7ff7a0000 rw-s 000f3000 00:12 19512                            /dev/kgsl-3d0
7ff7d0000-7ff862000 rw-s 00018000 00:12 19512                            /dev/kgsl-3d0
7ff8a0000-7ff8c0000 rw-s 000bf000 00:12 19512                            /dev/kgsl-3d0
7ff900000-7ff910000 rw-s 000ef000 00:12 19512                            /dev/kgsl-3d0
7ff957000-7ff958000 rw-s 00091000 00:12 19512                            /dev/kgsl-3d0
7ff958000-7ff959000 rw-s 00090000 00:12 19512                            /dev/kgsl-3d0
7ff959000-7ff95a000 rw-s 0008f000 00:12 19512                            /dev/kgsl-3d0
7ff95a000-7ff95b000 rw-s 0008e000 00:12 19512                            /dev/kgsl-3d0
7ff960000-7ff970000 rw-s 000de000 00:12 19512                            /dev/kgsl-3d0
7ff989000-7ff98a000 rw-s 0007c000 00:12 19512                            /dev/kgsl-3d0
7ff98a000-7ff98b000 rw-s 0007b000 00:12 19512                            /dev/kgsl-3d0
7ff98b000-7ff98c000 rw-s 0007a000 00:12 19512                            /dev/kgsl-3d0
7ff98c000-7ff98d000 rw-s 00079000 00:12 19512                            /dev/kgsl-3d0
7ff98d000-7ff98e000 rw-s 00078000 00:12 19512                            /dev/kgsl-3d0
7ff98e000-7ff98f000 rw-s 00077000 00:12 19512                            /dev/kgsl-3d0
7ff98f000-7ff993000 rw-s 00070000 00:12 19512                            /dev/kgsl-3d0
7ff997000-7ff999000 rw-s 0006e000 00:12 19512                            /dev/kgsl-3d0
7ff99d000-7ff99e000 rw-s 0006c000 00:12 19512                            /dev/kgsl-3d0
7ff99e000-7ff99f000 rw-s 0006b000 00:12 19512                            /dev/kgsl-3d0
7ff99f000-7ff9a0000 rw-s 0006a000 00:12 19512                            /dev/kgsl-3d0
7ff9a0000-7ff9a1000 rw-s 00069000 00:12 19512                            /dev/kgsl-3d0
7ff9a1000-7ff9a2000 rw-s 00068000 00:12 19512                            /dev/kgsl-3d0
7ff9a2000-7ff9a3000 rw-s 00067000 00:12 19512                            /dev/kgsl-3d0
7ff9a3000-7ff9a5000 rw-s 00066000 00:12 19512                            /dev/kgsl-3d0
7ff9a5000-7ff9a7000 rw-s 00065000 00:12 19512                            /dev/kgsl-3d0
7ff9a7000-7ff9a8000 rw-s 00064000 00:12 19512                            /dev/kgsl-3d0
7ff9a8000-7ff9a9000 rw-s 00063000 00:12 19512                            /dev/kgsl-3d0
7ff9a9000-7ff9aa000 rw-s 00062000 00:12 19512                            /dev/kgsl-3d0
7ff9aa000-7ff9ab000 rw-s 00061000 00:12 19512                            /dev/kgsl-3d0
7ff9ab000-7ff9ac000 rw-s 00060000 00:12 19512                            /dev/kgsl-3d0
7ff9ac000-7ff9ad000 rw-s 0005f000 00:12 19512                            /dev/kgsl-3d0
7ff9ad000-7ff9ae000 rw-s 0005e000 00:12 19512                            /dev/kgsl-3d0
7ff9ae000-7ff9af000 rw-s 0005d000 00:12 19512                            /dev/kgsl-3d0
7ff9af000-7ff9b0000 rw-s 0005c000 00:12 19512                            /dev/kgsl-3d0
7ff9b0000-7ff9b1000 rw-s 0005b000 00:12 19512                            /dev/kgsl-3d0
7ff9b1000-7ff9b2000 rw-s 0005a000 00:12 19512                            /dev/kgsl-3d0
7ff9b2000-7ff9b3000 rw-s 00059000 00:12 19512                            /dev/kgsl-3d0
7ff9b3000-7ff9b4000 rw-s 00058000 00:12 19512                            /dev/kgsl-3d0
7ff9b4000-7ff9b5000 rw-s 00057000 00:12 19512                            /dev/kgsl-3d0
7ff9b5000-7ff9b6000 rw-s 00056000 00:12 19512                            /dev/kgsl-3d0
7ff9b6000-7ff9b7000 rw-s 00055000 00:12 19512                            /dev/kgsl-3d0
7ff9b7000-7ff9b8000 rw-s 00054000 00:12 19512                            /dev/kgsl-3d0
7ff9b8000-7ff9b9000 rw-s 00053000 00:12 19512                            /dev/kgsl-3d0
7ff9b9000-7ff9ba000 rw-s 00052000 00:12 19512                            /dev/kgsl-3d0
7ff9ba000-7ff9bb000 rw-s 00051000 00:12 19512                            /dev/kgsl-3d0
7ff9bb000-7ff9bc000 rw-s 00050000 00:12 19512                            /dev/kgsl-3d0
7ff9bc000-7ff9bd000 rw-s 0004f000 00:12 19512                            /dev/kgsl-3d0
7ff9bd000-7ff9be000 rw-s 0004e000 00:12 19512                            /dev/kgsl-3d0
7ff9be000-7ff9bf000 rw-s 0004d000 00:12 19512                            /dev/kgsl-3d0
7ff9bf000-7ff9c0000 rw-s 0004c000 00:12 19512                            /dev/kgsl-3d0
7ff9c0000-7ff9c1000 rw-s 0004b000 00:12 19512                            /dev/kgsl-3d0
7ff9c1000-7ff9c2000 rw-s 0004a000 00:12 19512                            /dev/kgsl-3d0
7ff9c2000-7ff9c3000 rw-s 00049000 00:12 19512                            /dev/kgsl-3d0
7ff9c3000-7ff9c4000 rw-s 00048000 00:12 19512                            /dev/kgsl-3d0
7ff9c4000-7ff9c5000 rw-s 00047000 00:12 19512                            /dev/kgsl-3d0
7ff9c5000-7ff9c6000 rw-s 00046000 00:12 19512                            /dev/kgsl-3d0
7ff9c6000-7ff9c7000 rw-s 00045000 00:12 19512                            /dev/kgsl-3d0
7ff9c7000-7ff9c8000 rw-s 00044000 00:12 19512                            /dev/kgsl-3d0
7ff9c8000-7ff9c9000 rw-s 00043000 00:12 19512                            /dev/kgsl-3d0
7ff9c9000-7ff9ca000 rw-s 00042000 00:12 19512                            /dev/kgsl-3d0
7ff9ca000-7ff9cb000 rw-s 00041000 00:12 19512                            /dev/kgsl-3d0
7ff9cb000-7ff9cc000 rw-s 00040000 00:12 19512                            /dev/kgsl-3d0
7ff9cc000-7ff9cd000 rw-s 0003f000 00:12 19512                            /dev/kgsl-3d0
7ff9cd000-7ff9ce000 rw-s 0003e000 00:12 19512                            /dev/kgsl-3d0
7ff9ce000-7ff9cf000 rw-s 0003d000 00:12 19512                            /dev/kgsl-3d0
7ff9cf000-7ff9d0000 rw-s 0003c000 00:12 19512                            /dev/kgsl-3d0
7ffa00000-7ffa10000 rw-s 000f6000 00:12 19512                            /dev/kgsl-3d0
7ffa13000-7ffa14000 rw-s 000cd000 00:12 19512                            /dev/kgsl-3d0
