# tracer: nop
#
# entries-in-buffer/entries-written: 7707/7707   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
 send_target_man-200   [007] d..2  5073.973167: send_target_manager: send target manager - id, which_table : 2, 1
 send_target_man-200   [007] d..2  5073.973178: send_target_manager: send target manager - id, which_table : 3, 1
 send_target_man-200   [007] d..2  5073.973189: send_target_manager: send target manager - id, which_table : 5, 1
 send_target_man-200   [007] d..2  5073.973204: send_target_manager: send target manager - id, which_table : 6, 1
 send_target_man-200   [007] d..2  5073.973207: send_target_manager: send target manager - id, which_table : 7, 1
 send_target_man-200   [007] d..2  5083.999078: send_target_manager: send target manager - id, which_table : 2, 1
 send_target_man-200   [007] d..2  5083.999089: send_target_manager: send target manager - id, which_table : 3, 1
 send_target_man-200   [007] d..2  5083.999104: send_target_manager: send target manager - id, which_table : 5, 1
 send_target_man-200   [007] d..2  5083.999120: send_target_manager: send target manager - id, which_table : 6, 1
 send_target_man-200   [007] d..2  5083.999123: send_target_manager: send target manager - id, which_table : 7, 1
 send_target_man-200   [007] d..2  5094.025733: send_target_manager: send target manager - id, which_table : 2, 1
 send_target_man-200   [007] d..2  5094.025744: send_target_manager: send target manager - id, which_table : 3, 1
 send_target_man-200   [007] d..2  5094.025758: send_target_manager: send target manager - id, which_table : 5, 1
 send_target_man-200   [007] d..2  5094.025775: send_target_manager: send target manager - id, which_table : 6, 1
 send_target_man-200   [007] d..2  5094.025777: send_target_manager: send target manager - id, which_table : 7, 1
 send_target_man-200   [007] d..2  5104.053225: send_target_manager: send target manager - id, which_table : 2, 1
 send_target_man-200   [007] d..2  5104.053236: send_target_manager: send target manager - id, which_table : 3, 1
 send_target_man-200   [007] d..2  5104.053250: send_target_manager: send target manager - id, which_table : 5, 1
 send_target_man-200   [007] d..2  5104.053267: send_target_manager: send target manager - id, which_table : 6, 1
 send_target_man-200   [007] d..2  5104.053270: send_target_manager: send target manager - id, which_table : 7, 1
 send_target_man-200   [007] d..2  5114.079072: send_target_manager: send target manager - id, which_table : 2, 1
 send_target_man-200   [007] d..2  5114.079084: send_target_manager: send target manager - id, which_table : 3, 1
 send_target_man-200   [007] d..2  5114.079097: send_target_manager: send target manager - id, which_table : 5, 1
 send_target_man-200   [007] d..2  5114.079114: send_target_manager: send target manager - id, which_table : 6, 1
 send_target_man-200   [007] d..2  5114.079116: send_target_manager: send target manager - id, which_table : 7, 1
 send_target_man-200   [007] d..2  5124.105745: send_target_manager: send target manager - id, which_table : 2, 1
 send_target_man-200   [007] d..2  5124.105757: send_target_manager: send target manager - id, which_table : 3, 1
 send_target_man-200   [007] d..2  5124.105771: send_target_manager: send target manager - id, which_table : 5, 1
 send_target_man-200   [007] d..2  5124.105787: send_target_manager: send target manager - id, which_table : 6, 1
 send_target_man-200   [007] d..2  5124.105789: send_target_manager: send target manager - id, which_table : 7, 1
 send_target_man-200   [007] d..2  5134.133207: send_target_manager: send target manager - id, which_table : 2, 1
 send_target_man-200   [007] d..2  5134.133218: send_target_manager: send target manager - id, which_table : 3, 1
 send_target_man-200   [007] d..2  5134.133233: send_target_manager: send target manager - id, which_table : 5, 1
 send_target_man-200   [007] d..2  5134.133250: send_target_manager: send target manager - id, which_table : 6, 1
 send_target_man-200   [007] d..2  5134.133252: send_target_manager: send target manager - id, which_table : 7, 1
 send_target_man-200   [007] d..2  5144.159066: send_target_manager: send target manager - id, which_table : 2, 1
 send_target_man-200   [007] d..2  5144.159077: send_target_manager: send target manager - id, which_table : 3, 1
 send_target_man-200   [007] d..2  5144.159092: send_target_manager: send target manager - id, which_table : 5, 1
 send_target_man-200   [007] d..2  5144.159107: send_target_manager: send target manager - id, which_table : 6, 1
 send_target_man-200   [007] d..2  5144.159110: send_target_manager: send target manager - id, which_table : 7, 1
           <...>-32692 [007] ....  5149.924997: app_switch_start_handler: ###########switch start! foreground 10135#############
           <...>-32692 [007] ....  5149.925001: prefetch_handler: prefetch handler start! target(id,table): 0,0
           <...>-2922  [005] ...1  5149.928540: do_swap_page: id 0, table 1 || 0: 2922 7e9070c000
           <...>-32700 [006] ...1  5150.163844: do_swap_page: id 0, table 1 || 42: 32700 7f28ac0000
           <...>-32700 [006] ...1  5150.163847: do_swap_page: id 0, table 1 || 43: 32700 7f28b39000
           <...>-32700 [006] ...1  5150.163849: do_swap_page: id 0, table 1 || 44: 32700 7fbe1ca000
           <...>-32700 [006] ...1  5150.163853: do_swap_page: id 0, table 1 || 45: 32700 7f28a22000
           <...>-32700 [006] ...1  5150.163857: do_swap_page: id 0, table 1 || 46: 32700 7f28ac1000
           <...>-32700 [006] ...1  5150.163863: do_swap_page: id 0, table 1 || 47: 32700 7fffffa000
           <...>-32700 [006] ...1  5150.164517: do_swap_page: id 0, table 1 || 48: 32700 7fbf5e4000
           <...>-32700 [006] ...1  5150.164764: do_swap_page: id 0, table 1 || 49: 32700 7fbcaba000
           <...>-32700 [006] ...1  5150.164982: do_swap_page: id 0, table 1 || 50: 32700 7fbe176000
           <...>-32700 [006] ...1  5150.164991: do_swap_page: id 0, table 1 || 51: 32700 7fffff9000
           <...>-32700 [006] ...1  5150.165020: do_swap_page: id 0, table 1 || 52: 32700 7fbe180000
           <...>-32700 [006] ...1  5150.165034: do_swap_page: id 0, table 1 || 53: 32700 7f289b7000
           <...>-32700 [006] ...1  5150.165043: do_swap_page: id 0, table 1 || 54: 32700 7f289bd000
           <...>-32700 [006] ...1  5150.165073: do_swap_page: id 0, table 1 || 55: 32700 7fbe25b000
           <...>-32700 [006] ...1  5150.165105: do_swap_page: id 0, table 1 || 56: 32700 7f28a02000
           <...>-32700 [006] ...1  5150.165155: do_swap_page: id 0, table 1 || 57: 32700 7f28b4d000
           <...>-32700 [006] ...1  5150.165167: do_swap_page: id 0, table 1 || 58: 32700 7fbe25f000
           <...>-32700 [006] ...1  5150.165383: do_swap_page: id 0, table 1 || 59: 32700 7fbe210000
           <...>-32700 [006] ...1  5150.165431: do_swap_page: id 0, table 1 || 60: 32700 7fbe266000
           <...>-32700 [006] ...1  5150.166361: do_swap_page: id 0, table 1 || 61: 32700 7f28b5c000
           <...>-32700 [006] ...1  5150.166379: do_swap_page: id 0, table 1 || 62: 32700 7f28abf000
           <...>-32700 [006] ...1  5150.166386: do_swap_page: id 0, table 1 || 63: 32700 7f28b51000
           <...>-32700 [006] ...1  5150.166394: do_swap_page: id 0, table 1 || 64: 32700 7f28b4e000
           <...>-32700 [006] ...1  5150.166404: do_swap_page: id 0, table 1 || 65: 32700 7f2d63e000
           <...>-32700 [006] ...1  5150.166410: do_swap_page: id 0, table 1 || 66: 32700 7f2d63f000
           <...>-32700 [006] ...1  5150.166420: do_swap_page: id 0, table 1 || 67: 32700 7f2d63d000
           <...>-32712 [006] ...1  5150.166793: do_swap_page: id 0, table 1 || 68: 32700 7f2d16c000
           <...>-32700 [006] ...1  5150.166896: do_swap_page: id 0, table 1 || 69: 32700 7fbe22e000
           <...>-32700 [006] ...1  5150.167084: do_swap_page: id 0, table 1 || 70: 32700 730ba000
           <...>-32700 [006] ...1  5150.167234: do_swap_page: id 0, table 1 || 71: 32700 712cc000
           <...>-32700 [005] ...1  5150.167818: do_swap_page: id 0, table 1 || 72: 32700 73100000
           <...>-32700 [005] ...1  5150.167893: do_swap_page: id 0, table 1 || 73: 32700 70eda000
           <...>-32700 [005] ...1  5150.167919: do_swap_page: id 0, table 1 || 74: 32700 71139000
           <...>-32700 [005] ...1  5150.167927: do_swap_page: id 0, table 1 || 75: 32700 730a8000
           <...>-32700 [005] ...1  5150.167935: do_swap_page: id 0, table 1 || 76: 32700 70f01000
           <...>-32700 [005] ...1  5150.167939: do_swap_page: id 0, table 1 || 77: 32700 730a9000
           <...>-32700 [005] ...1  5150.167963: do_swap_page: id 0, table 1 || 78: 32700 72fb0000
           <...>-32700 [005] ...1  5150.167968: do_swap_page: id 0, table 1 || 79: 32700 72fb4000
           <...>-32700 [005] ...1  5150.167973: do_swap_page: id 0, table 1 || 80: 32700 72fb9000
           <...>-32700 [005] ...1  5150.167975: do_swap_page: id 0, table 1 || 81: 32700 72fba000
           <...>-32700 [005] ...1  5150.168050: do_swap_page: id 0, table 1 || 82: 32700 712f1000
           <...>-32700 [005] ...1  5150.168063: do_swap_page: id 0, table 1 || 83: 32700 7fbd774000
           <...>-32700 [005] ...1  5150.168263: do_swap_page: id 0, table 1 || 84: 32700 7131a000
           <...>-32700 [005] ...1  5150.168267: do_swap_page: id 0, table 1 || 85: 32700 7f28b3a000
           <...>-32700 [005] ...1  5150.168269: do_swap_page: id 0, table 1 || 86: 32700 712d5000
           <...>-32700 [005] ...1  5150.168281: do_swap_page: id 0, table 1 || 87: 32700 71b3a000
           <...>-32700 [005] ...1  5150.168292: do_swap_page: id 0, table 1 || 88: 32700 7f28b52000
           <...>-32700 [005] ...1  5150.168295: do_swap_page: id 0, table 1 || 89: 32700 7fbe348000
           <...>-32700 [005] ...1  5150.168327: do_swap_page: id 0, table 1 || 90: 32700 71b3b000
           <...>-32700 [005] ...1  5150.168391: do_swap_page: id 0, table 1 || 91: 32700 71b3c000
           <...>-32720 [006] ...1  5150.168405: do_swap_page: id 0, table 1 || 92: 32700 7f289fc000
           <...>-32720 [006] ...1  5150.168424: do_swap_page: id 0, table 1 || 93: 32700 7f28969000
           <...>-32700 [005] ...1  5150.168640: do_swap_page: id 0, table 1 || 94: 32700 71b35000
           <...>-32700 [005] ...1  5150.168653: do_swap_page: id 0, table 1 || 95: 32700 71135000
           <...>-32700 [005] ...1  5150.168691: do_swap_page: id 0, table 1 || 96: 32700 712e9000
           <...>-32700 [005] ...1  5150.168702: do_swap_page: id 0, table 1 || 97: 32700 712e2000
           <...>-32700 [005] ...1  5150.168713: do_swap_page: id 0, table 1 || 98: 32700 72fb5000
           <...>-32700 [005] ...1  5150.168715: do_swap_page: id 0, table 1 || 99: 32700 73007000
           <...>-32700 [005] ...1  5150.168722: do_swap_page: id 0, table 1 || 100: 32700 72fae000
           <...>-32700 [005] ...1  5150.168727: do_swap_page: id 0, table 1 || 101: 32700 71b37000
           <...>-32700 [005] ...1  5150.168734: do_swap_page: id 0, table 1 || 102: 32700 7fbc999000
           <...>-32700 [005] ...1  5150.168762: do_swap_page: id 0, table 1 || 103: 32700 7fbc9c6000
           <...>-32700 [005] ...1  5150.168769: do_swap_page: id 0, table 1 || 104: 32700 7fbc9c4000
           <...>-32700 [005] ...1  5150.168779: do_swap_page: id 0, table 1 || 105: 32700 7fbc9c3000
           <...>-32700 [005] ...1  5150.168784: do_swap_page: id 0, table 1 || 106: 32700 7fbc99b000
           <...>-32700 [005] ...1  5150.168785: do_swap_page: id 0, table 1 || 107: 32700 72fa4000
           <...>-32700 [005] ...1  5150.168808: do_swap_page: id 0, table 1 || 108: 32700 7fbe243000
           <...>-32700 [005] ...1  5150.168814: do_swap_page: id 0, table 1 || 109: 32700 7fbe172000
           <...>-32700 [005] ...1  5150.168876: do_swap_page: id 0, table 1 || 110: 32700 7fbc9c9000
           <...>-32700 [005] ...1  5150.168918: do_swap_page: id 0, table 1 || 111: 32700 7fbc9c5000
           <...>-32700 [005] ...1  5150.168977: do_swap_page: id 0, table 1 || 112: 32700 72fab000
           <...>-32700 [005] ...1  5150.169133: do_swap_page: id 0, table 1 || 113: 32700 712e4000
           <...>-32700 [005] ...1  5150.169165: do_swap_page: id 0, table 1 || 114: 32700 712ca000
           <...>-32700 [005] ...1  5150.169191: do_swap_page: id 0, table 1 || 115: 32700 712f3000
           <...>-32700 [005] ...1  5150.169204: do_swap_page: id 0, table 1 || 116: 32700 712cb000
           <...>-32700 [005] ...1  5150.169230: do_swap_page: id 0, table 1 || 117: 32700 712d9000
           <...>-32700 [005] ...1  5150.169259: do_swap_page: id 0, table 1 || 118: 32700 7f28a4e000
           <...>-32700 [006] ...1  5150.169487: do_swap_page: id 0, table 1 || 119: 32700 7fbc7fa000
           <...>-32700 [006] ...1  5150.169514: do_swap_page: id 0, table 1 || 120: 32700 713af000
           <...>-32700 [006] ...1  5150.169523: do_swap_page: id 0, table 1 || 121: 32700 713b0000
           <...>-32700 [006] ...1  5150.169539: do_swap_page: id 0, table 1 || 122: 32700 71364000
           <...>-32700 [006] ...1  5150.169556: do_swap_page: id 0, table 1 || 123: 32700 7fbe175000
           <...>-32700 [006] ...1  5150.169568: do_swap_page: id 0, table 1 || 124: 32700 71b46000
           <...>-32700 [006] ...1  5150.169785: do_swap_page: id 0, table 1 || 125: 32700 72f9d000
           <...>-32700 [006] ...1  5150.169795: do_swap_page: id 0, table 1 || 126: 32700 71b39000
           <...>-32700 [006] ...1  5150.169833: do_swap_page: id 0, table 1 || 127: 32700 71b36000
           <...>-32700 [006] ...1  5150.169845: do_swap_page: id 0, table 1 || 128: 32700 71b34000
           <...>-32700 [006] ...1  5150.171231: do_swap_page: id 0, table 1 || 129: 32700 712c5000
           <...>-32700 [006] ...1  5150.171240: do_swap_page: id 0, table 1 || 130: 32700 72d7f000
           <...>-32700 [006] ...1  5150.171252: do_swap_page: id 0, table 1 || 131: 32700 7fbe17a000
           <...>-32700 [006] ...1  5150.171266: do_swap_page: id 0, table 1 || 132: 32700 72fa5000
           <...>-32700 [006] ...1  5150.171283: do_swap_page: id 0, table 1 || 133: 32700 7fbc998000
           <...>-32721 [006] ...1  5150.171589: do_swap_page: id 0, table 1 || 134: 32700 71b4a000
           <...>-32721 [006] ...1  5150.171622: do_swap_page: id 0, table 1 || 135: 32700 70f02000
           <...>-32721 [006] ...1  5150.171632: do_swap_page: id 0, table 1 || 136: 32700 72faf000
           <...>-32721 [006] ...1  5150.171634: do_swap_page: id 0, table 1 || 137: 32700 730a5000
           <...>-32721 [006] ...1  5150.171640: do_swap_page: id 0, table 1 || 138: 32700 73079000
           <...>-32721 [006] ...1  5150.171644: do_swap_page: id 0, table 1 || 139: 32700 730a4000
           <...>-32721 [006] ...1  5150.171649: do_swap_page: id 0, table 1 || 140: 32700 730a1000
           <...>-32721 [006] ...1  5150.171655: do_swap_page: id 0, table 1 || 141: 32700 7307a000
           <...>-32721 [006] ...1  5150.171659: do_swap_page: id 0, table 1 || 142: 32700 730a7000
           <...>-32721 [006] ...1  5150.171664: do_swap_page: id 0, table 1 || 143: 32700 7307b000
           <...>-32721 [006] ...1  5150.171669: do_swap_page: id 0, table 1 || 144: 32700 7307c000
           <...>-32721 [006] ...1  5150.171674: do_swap_page: id 0, table 1 || 145: 32700 7307d000
           <...>-32721 [006] ...1  5150.171680: do_swap_page: id 0, table 1 || 146: 32700 7307e000
           <...>-32721 [006] ...1  5150.171685: do_swap_page: id 0, table 1 || 147: 32700 7307f000
           <...>-32721 [006] ...1  5150.171690: do_swap_page: id 0, table 1 || 148: 32700 73080000
           <...>-32721 [006] ...1  5150.171695: do_swap_page: id 0, table 1 || 149: 32700 73081000
           <...>-32721 [006] ...1  5150.171699: do_swap_page: id 0, table 1 || 150: 32700 730a6000
           <...>-32721 [006] ...1  5150.171703: do_swap_page: id 0, table 1 || 151: 32700 73082000
           <...>-32721 [006] ...1  5150.171708: do_swap_page: id 0, table 1 || 152: 32700 73083000
           <...>-32721 [006] ...1  5150.171713: do_swap_page: id 0, table 1 || 153: 32700 73084000
           <...>-32721 [006] ...1  5150.171720: do_swap_page: id 0, table 1 || 154: 32700 73085000
           <...>-32721 [006] ...1  5150.171725: do_swap_page: id 0, table 1 || 155: 32700 73086000
           <...>-32721 [006] ...1  5150.171730: do_swap_page: id 0, table 1 || 156: 32700 73087000
           <...>-32721 [006] ...1  5150.171734: do_swap_page: id 0, table 1 || 157: 32700 73088000
           <...>-32721 [006] ...1  5150.171739: do_swap_page: id 0, table 1 || 158: 32700 73089000
           <...>-32721 [006] ...1  5150.171745: do_swap_page: id 0, table 1 || 159: 32700 7308a000
           <...>-32721 [006] ...1  5150.171755: do_swap_page: id 0, table 1 || 160: 32700 7308b000
           <...>-32721 [006] ...1  5150.171760: do_swap_page: id 0, table 1 || 161: 32700 7308c000
           <...>-32721 [006] ...1  5150.171767: do_swap_page: id 0, table 1 || 162: 32700 7308d000
           <...>-32721 [006] ...1  5150.171772: do_swap_page: id 0, table 1 || 163: 32700 7308e000
           <...>-32721 [006] ...1  5150.171777: do_swap_page: id 0, table 1 || 164: 32700 7308f000
           <...>-32721 [006] ...1  5150.171782: do_swap_page: id 0, table 1 || 165: 32700 73090000
           <...>-32721 [006] ...1  5150.171788: do_swap_page: id 0, table 1 || 166: 32700 73091000
           <...>-32721 [006] ...1  5150.171792: do_swap_page: id 0, table 1 || 167: 32700 73092000
           <...>-32721 [006] ...1  5150.171798: do_swap_page: id 0, table 1 || 168: 32700 73093000
           <...>-32721 [006] ...1  5150.171803: do_swap_page: id 0, table 1 || 169: 32700 73094000
           <...>-32721 [006] ...1  5150.171808: do_swap_page: id 0, table 1 || 170: 32700 73095000
           <...>-32721 [006] ...1  5150.171813: do_swap_page: id 0, table 1 || 171: 32700 73096000
           <...>-32721 [006] ...1  5150.171818: do_swap_page: id 0, table 1 || 172: 32700 73097000
           <...>-32721 [006] ...1  5150.171824: do_swap_page: id 0, table 1 || 173: 32700 73098000
           <...>-32721 [006] ...1  5150.171829: do_swap_page: id 0, table 1 || 174: 32700 73099000
           <...>-32721 [006] ...1  5150.171833: do_swap_page: id 0, table 1 || 175: 32700 7309a000
           <...>-32721 [006] ...1  5150.171838: do_swap_page: id 0, table 1 || 176: 32700 7309b000
           <...>-32721 [006] ...1  5150.171843: do_swap_page: id 0, table 1 || 177: 32700 7309c000
           <...>-32721 [006] ...1  5150.171847: do_swap_page: id 0, table 1 || 178: 32700 7309d000
           <...>-32721 [006] ...1  5150.171852: do_swap_page: id 0, table 1 || 179: 32700 7309e000
           <...>-32721 [006] ...1  5150.171857: do_swap_page: id 0, table 1 || 180: 32700 7309f000
           <...>-32721 [006] ...1  5150.171861: do_swap_page: id 0, table 1 || 181: 32700 730a0000
           <...>-32721 [006] ...1  5150.171866: do_swap_page: id 0, table 1 || 182: 32700 730a3000
           <...>-32721 [006] ...1  5150.171915: do_swap_page: id 0, table 1 || 183: 32700 71b3e000
           <...>-32721 [006] ...1  5150.171941: do_swap_page: id 0, table 1 || 184: 32700 71b3f000
           <...>-32721 [006] ...1  5150.172076: do_swap_page: id 0, table 1 || 185: 32700 71b45000
           <...>-32721 [006] ...1  5150.172113: do_swap_page: id 0, table 1 || 186: 32700 71312000
           <...>-32721 [006] ...1  5150.172133: do_swap_page: id 0, table 1 || 187: 32700 712fa000
           <...>-32700 [006] ...1  5150.172214: do_swap_page: id 0, table 1 || 188: 32700 712df000
           <...>-32700 [006] ...1  5150.172284: do_swap_page: id 0, table 1 || 189: 32700 712e5000
           <...>-32721 [005] ...1  5150.172377: do_swap_page: id 0, table 1 || 190: 32700 712c4000
           <...>-32700 [006] ...1  5150.172378: do_swap_page: id 0, table 1 || 191: 32700 71b4b000
           <...>-32700 [006] ...1  5150.172396: do_swap_page: id 0, table 1 || 192: 32700 712e3000
           <...>-32700 [006] ...1  5150.172422: do_swap_page: id 0, table 1 || 193: 32700 7fbb939000
