restarting adbd as root
Swapspace size: 8388604k, UUID=df31e958-9f6b-4a0a-b534-58431438e686
--lowmemorykiller driver disabled--
		total        used        free      shared     buffers
Mem:             5447        2328        3119           3           0
-/+ buffers/cache:           2327        3119
Swap:            8191           0        8191
Starting: Intent { cmp=com.android.chrome/com.google.android.apps.chrome.Main }
Status: ok
LaunchState: COLD
Activity: com.android.chrome/com.google.android.apps.chrome.Main
TotalTime: 365
WaitTime: 365
Complete
end
Starting: Intent { act=android.intent.action.MAIN cat=[android.intent.category.HOME] }
UID            PID  PPID C STIME TTY          TIME CMD
root           288     2 0 02:30:35 ?     00:00:00 [qcrypto_seq_res]
root           289     2 0 02:30:35 ?     00:00:00 [irq/421-arm-smm]
root           310     2 0 02:30:35 ?     00:00:00 [scsi_eh_0]
root           311     2 0 02:30:35 ?     00:00:00 [scsi_tmf_0]
root           312     2 0 02:30:35 ?     00:00:00 [ufs_pm_qos_0]
root           313     2 0 02:30:35 ?     00:00:00 [ufs_clk_gating_]
root           314     2 0 02:30:35 ?     00:00:00 [ufs_mgc_hibern8]
root           315     2 0 02:30:35 ?     00:00:00 [ice-set-key]
root           316     2 0 02:30:35 ?     00:00:00 [irq/422-arm-smm]
root           317     2 0 02:30:35 ?     00:00:00 [spi1]
root           318     2 0 02:30:35 ?     00:00:00 [spi2]
root           319     2 0 02:30:35 ?     00:00:00 [spi3]
root           320     2 0 02:30:35 ?     00:00:00 [spi4]
root           321     2 0 02:30:35 ?     00:00:00 [spi5]
root           322     2 0 02:30:35 ?     00:00:00 [irq/297-iaxxx-e]
root           323     2 0 02:30:35 ?     00:00:00 [iaxxx-core]
root           324     2 0 02:30:35 ?     00:00:00 [iaxxx-evnt-wq]
root           325     2 0 02:30:35 ?     00:00:00 [bond0]
root           332     2 0 02:30:35 ?     00:00:00 [k_ipa_usb]
root           333     2 0 02:30:35 ?     00:00:00 [kgsl-events]
root           336     2 0 02:30:35 ?     00:00:00 [kdbgd]
root           337     2 0 02:30:35 ?     00:00:00 [kgsl_devfreq_wq]
root           338     2 0 02:30:35 ?     00:00:00 [rot_commitq_0_0]
root           339     2 0 02:30:35 ?     00:00:00 [rot_commitq_0_1]
root           340     2 0 02:30:35 ?     00:00:00 [rot_doneq_0_0]
root           341     2 0 02:30:35 ?     00:00:00 [rot_doneq_0_1]
root           342     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_0]
root           343     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_1]
root           344     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_2]
root           345     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_3]
root           346     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_4]
root           347     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_5]
root           348     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_6]
root           349     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_7]
root           350     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_8]
root           351     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_9]
root           352     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_10]
root           353     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_11]
root           354     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_12]
root           355     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_13]
root           356     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_14]
root           357     2 0 02:30:35 ?     00:00:00 [rot_fenceq_0_15]
root           358     2 0 02:30:35 ?     00:00:00 [irq/423-arm-smm]
root           359     2 0 02:30:35 ?     00:00:00 [npu_wq]
root           360     2 0 02:30:35 ?     00:00:00 [msm_vidc_worker]
root           361     2 0 02:30:35 ?     00:00:00 [pm_workerq_venu]
root           362     2 0 02:30:35 ?     00:00:00 [irq/424-arm-smm]
root           363     2 0 02:30:35 ?     00:00:00 [irq/425-arm-smm]
root           364     2 0 02:30:35 ?     00:00:00 [irq/426-arm-smm]
root           365     2 0 02:30:35 ?     00:00:00 [irq/427-arm-smm]
root           366     2 0 02:30:35 ?     00:00:00 [cam-cpas]
root           367     2 0 02:30:35 ?     00:00:00 [st_pstate_work]
root           368     2 0 02:30:35 ?     00:00:00 [kworker/u16:10]
root           369     2 0 02:30:35 ?     00:00:00 [qcom,cam_virtua]
root           370     2 0 02:30:35 ?     00:00:00 [irq/428-arm-smm]
root           371     2 0 02:30:35 ?     00:00:00 [qcom,cam170-cpa]
root           372     2 0 02:30:35 ?     00:00:00 [kworker/u16:11]
root           373     2 1 02:30:35 ?     00:00:01 [kworker/u16:12]
root           374     2 0 02:30:35 ?     00:00:00 [kworker/u16:13]
root           375     2 0 02:30:35 ?     00:00:00 [kworker/u16:14]
root           376     2 0 02:30:35 ?     00:00:00 [irq/429-arm-smm]
root           377     2 0 02:30:35 ?     00:00:00 [cam_cci_wq]
root           378     2 0 02:30:35 ?     00:00:00 [cam_cci_wq]
root           379     2 0 02:30:35 ?     00:00:00 [cam_cci_wq]
root           380     2 0 02:30:35 ?     00:00:00 [cam_cci_wq]
root           381     2 0 02:30:35 ?     00:00:00 [kworker/3:1]
root           382     2 0 02:30:35 ?     00:00:00 [cam_vsync_clien]
root           383     2 0 02:30:35 ?     00:00:00 [irq/430-arm-smm]
root           384     2 0 02:30:35 ?     00:00:00 [irq/303-cs40l25]
root           385     2 0 02:30:35 ?     00:00:00 [irq/431-arm-smm]
root           386     2 0 02:30:35 ?     00:00:00 [irq/432-arm-smm]
root           387     2 0 02:30:35 ?     00:00:00 [irq/433-arm-smm]
root           388     2 0 02:30:35 ?     00:00:00 [kworker/6:3]
root           389     2 0 02:30:35 ?     00:00:00 [irq/68-max1720x]
root           390     2 0 02:30:35 ?     00:00:00 [irq/545-chgr-er]
root           391     2 0 02:30:35 ?     00:00:00 [irq/546-chg-sta]
root           392     2 0 02:30:35 ?     00:00:00 [irq/547-bat-tem]
root           393     2 0 02:30:35 ?     00:00:00 [irq/548-bat-ov]
root           394     2 0 02:30:35 ?     00:00:00 [irq/549-bat-low]
root           395     2 0 02:30:35 ?     00:00:00 [irq/550-bat-the]
root           396     2 0 02:30:35 ?     00:00:00 [irq/551-bat-ter]
root           397     2 0 02:30:35 ?     00:00:00 [irq/65-p9221-ir]
root           398     2 0 02:30:35 ?     00:00:00 [irq/319-p9221-i]
root           399     2 0 02:30:35 ?     00:00:00 [kworker/5:2]
root           400     2 0 02:30:35 ?     00:00:00 [irq/520-limits_]
root           401     2 0 02:30:35 ?     00:00:00 [kworker/0:1H]
root           402     2 0 02:30:35 ?     00:00:00 [irq/521-limits_]
root           403     2 0 02:30:35 ?     00:00:00 [kworker/4:1H]
root           404     2 0 02:30:35 ?     00:00:00 [dm_bufio_cache]
root           405     2 0 02:30:35 ?     00:00:00 [irq/48-KRYO L3-]
root           406     2 0 02:30:35 ?     00:00:00 [irq/211-s2mpg01]
root           407     2 0 02:30:35 ?     00:00:00 [irq/104-s2mpg01]
root           408     2 0 02:30:35 ?     00:00:00 [irq/434-arm-smm]
root           409     2 0 02:30:35 ?     00:00:00 [uaudio_svc]
root           410     2 0 02:30:35 ?     00:00:00 [ipv6_addrconf]
root           411     2 0 02:30:35 ?     00:00:00 [ab-sm]
root           421     2 0 02:30:35 ?     00:00:00 [flood_workq]
root           422     2 0 02:30:35 ?     00:00:00 [dot_workq]
root           423     2 0 02:30:35 ?     00:00:00 [c440000.qcom,sp]
root           424     2 0 02:30:35 ?     00:00:00 [irq/553-otg-fai]
root           425     2 0 02:30:35 ?     00:00:00 [kworker/7:3]
root           426     2 0 02:30:35 ?     00:00:00 [irq/556-high-du]
root           427     2 0 02:30:35 ?     00:00:00 [irq/557-input-c]
root           428     2 0 02:30:35 ?     00:00:00 [irq/559-switche]
root           429     2 0 02:30:35 ?     00:00:00 [irq/560-usbin-c]
root           430     2 0 02:30:35 ?     00:00:00 [irq/561-usbin-v]
root           431     2 0 02:30:35 ?     00:00:00 [irq/562-usbin-u]
root           432     2 0 02:30:35 ?     00:00:00 [irq/563-usbin-o]
root           433     2 0 02:30:35 ?     00:00:00 [irq/564-usbin-p]
root           434     2 0 02:30:35 ?     00:00:00 [irq/566-usbin-s]
root           435     2 0 02:30:35 ?     00:00:00 [irq/567-usbin-i]
root           436     2 0 02:30:35 ?     00:00:00 [irq/569-dcin-uv]
root           437     2 0 02:30:35 ?     00:00:00 [irq/570-dcin-ov]
root           438     2 0 02:30:35 ?     00:00:00 [irq/571-dcin-pl]
root           439     2 0 02:30:35 ?     00:00:00 [irq/573-dcin-po]
root           440     2 0 02:30:35 ?     00:00:00 [irq/574-dcin-en]
root           441     2 0 02:30:35 ?     00:00:00 [irq/575-typec-o]
root           442     2 0 02:30:35 ?     00:00:00 [irq/577-typec-c]
root           443     2 0 02:30:35 ?     00:00:00 [irq/578-typec-v]
root           444     2 0 02:30:35 ?     00:00:00 [irq/580-typec-a]
root           445     2 0 02:30:35 ?     00:00:00 [irq/581-typec-l]
root           446     2 0 02:30:35 ?     00:00:00 [irq/583-wdog-sn]
root           447     2 0 02:30:35 ?     00:00:00 [irq/584-wdog-ba]
root           448     2 0 02:30:35 ?     00:00:00 [irq/586-aicl-do]
root           449     2 0 02:30:35 ?     00:00:00 [irq/588-temp-ch]
root           450     2 0 02:30:35 ?     00:00:00 [irq/58-qcom,tem]
root           451     2 0 02:30:35 ?     00:00:00 [irq/56-qcom,tem]
root           452     2 0 02:30:35 ?     00:00:00 [irq/92-qcom,tem]
root           453     2 0 02:30:35 ?     00:00:00 [irq/85-bcl-vbat]
root           454     2 0 02:30:35 ?     00:00:00 [irq/87-bcl-vbat]
root           455     2 0 02:30:35 ?     00:00:00 [irq/88-bcl-vbat]
root           456     2 0 02:30:35 ?     00:00:00 [irq/108-bcl-vba]
root           457     2 0 02:30:35 ?     00:00:00 [irq/109-bcl-vba]
root           458     2 0 02:30:35 ?     00:00:00 [irq/110-bcl-vba]
root           459     2 0 02:30:35 ?     00:00:00 [irq/61-thr-int-]
root           460     2 0 02:30:35 ?     00:00:00 [irq/75-thr-int-]
root           461     2 0 02:30:35 ?     00:00:00 [irq/111-thr-int]
root           469     2 0 02:30:35 ?     00:00:00 [irq/76-sig-tx]
root           470     2 0 02:30:35 ?     00:00:00 [irq/77-sig-rx]
root           471     2 0 02:30:35 ?     00:00:00 [usbpd0]
root           472     2 0 02:30:35 ?     00:00:00 [usbpd0]
root           473     2 0 02:30:35 ?     00:00:00 [k_sm_usb]
root           474     2 0 02:30:35 ?     00:00:00 [irq/505-pwr_eve]
root           475     2 0 02:30:35 ?     00:00:00 [irq/504-dp_hs_p]
root           476     2 0 02:30:35 ?     00:00:00 [irq/507-dm_hs_p]
root           477     2 0 02:30:35 ?     00:00:00 [irq/506-ss_phy_]
root           478     2 0 02:30:35 ?     00:00:00 [irq/435-arm-smm]
root           479     2 0 02:30:35 ?     00:00:00 [usb_bam_wq]
root           488     2 0 02:30:35 ?     00:00:00 [rq_stats]
root           489     2 0 02:30:35 ?     00:00:00 [msm_perf:events]
root           490     2 0 02:30:35 ?     00:00:00 [irq/436-arm-smm]
root           491     2 0 02:30:35 ?     00:00:00 [irq/437-arm-smm]
root           492     2 0 02:30:35 ?     00:00:00 [irq/438-arm-smm]
root           493     2 0 02:30:35 ?     00:00:00 [irq/439-arm-smm]
root           494     2 0 02:30:35 ?     00:00:00 [irq/440-arm-smm]
root           495     2 0 02:30:35 ?     00:00:00 [irq/441-arm-smm]
root           496     2 0 02:30:35 ?     00:00:00 [irq/442-arm-smm]
root           497     2 0 02:30:35 ?     00:00:00 [irq/443-arm-smm]
root           498     2 0 02:30:35 ?     00:00:00 [irq/444-arm-smm]
root           499     2 0 02:30:35 ?     00:00:00 [irq/445-arm-smm]
root           500     2 0 02:30:35 ?     00:00:00 [irq/446-arm-smm]
root           501     2 0 02:30:35 ?     00:00:00 [irq/447-arm-smm]
root           502     2 0 02:30:35 ?     00:00:00 [irq/448-arm-smm]
root           503     2 0 02:30:35 ?     00:00:00 [irq/449-arm-smm]
root           504     2 0 02:30:35 ?     00:00:00 [irq/450-arm-smm]
root           505     2 0 02:30:35 ?     00:00:00 [kworker/4:2]
root           506     2 0 02:30:35 ?     00:00:00 [sb-3]
root           507     2 0 02:30:35 ?     00:00:00 [ngd_rx_thread3]
root           508     2 0 02:30:35 ?     00:00:00 [ngd_notify_sl3]
root           509     2 0 02:30:35 ?     00:00:00 [irq/114-qpnp_fl]
root           510     2 0 02:30:35 ?     00:00:00 [irq/113-qpnp_fl]
root           511     2 0 02:30:35 ?     00:00:00 [irq/112-qpnp_fl]
root           512     2 0 02:30:35 ?     00:00:00 [kdmflush]
root           513     2 0 02:30:35 ?     00:00:00 [bioset]
root           514     2 0 02:30:35 ?     00:00:00 [kdmflush]
root           515     2 0 02:30:35 ?     00:00:00 [bioset]
root           516     2 0 02:30:35 ?     00:00:00 [kdmflush]
root           517     2 0 02:30:35 ?     00:00:00 [bioset]
root           518     2 0 02:30:35 ?     00:00:00 [kdmflush]
root           519     2 0 02:30:35 ?     00:00:00 [bioset]
root           520     2 0 02:30:35 ?     00:00:00 [kdmflush]
root           521     2 0 02:30:35 ?     00:00:00 [bioset]
root           522     2 0 02:30:35 ?     00:00:00 [jbd2/sda11-8]
root           523     2 0 02:30:35 ?     00:00:00 [ext4-rsv-conver]
root           524     2 0 02:30:35 ?     00:00:00 [ext4-rsv-conver]
root           525     2 0 02:30:35 ?     00:00:00 [ext4-rsv-conver]
root           526     2 0 02:30:35 ?     00:00:00 [ext4-rsv-conver]
root           528     2 0 02:30:35 ?     00:00:00 [f2fs_flush-253:]
root           529     2 0 02:30:35 ?     00:00:00 [f2fs_discard-25]
root           530     2 0 02:30:35 ?     00:00:00 [f2fs_gc-253:4]
root           531     2 0 02:30:36 ?     00:00:00 [kworker/7:1H]
root           532     1 0 02:30:36 ?     00:00:00 init subcontext u:r:vendor_init:s0 11
