12c00000-12e40000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
7fccd8000-7fcce0000 rw-s 005da000 00:12 81                               /dev/kgsl-3d0
7fcce0000-7fcdf0000 rw-s 005d9000 00:12 81                               /dev/kgsl-3d0
7fcdf0000-7fce00000 rw-s 005d8000 00:12 81                               /dev/kgsl-3d0
7fce00000-7fce08000 rw-s 005d7000 00:12 81                               /dev/kgsl-3d0
7fce08000-7fce10000 rw-s 005d6000 00:12 81                               /dev/kgsl-3d0
7fce10000-7fce5a000 rw-s 005d4000 00:12 81                               /dev/kgsl-3d0
7fce5b000-7fce5c000 rw-s 005e3000 00:12 81                               /dev/kgsl-3d0
7fce5c000-7fce5d000 rw-s 005e2000 00:12 81                               /dev/kgsl-3d0
7fce5d000-7fce5e000 rw-s 005e1000 00:12 81                               /dev/kgsl-3d0
7fce5e000-7fce5f000 rw-s 005e0000 00:12 81                               /dev/kgsl-3d0
7fce5f000-7fce60000 rw-s 005df000 00:12 81                               /dev/kgsl-3d0
7fce60000-7fcf70000 rw-s 005ce000 00:12 81                               /dev/kgsl-3d0
7fcf70000-7fcf80000 rw-s 005cc000 00:12 81                               /dev/kgsl-3d0
7fcf80000-7fcfc6000 rw-s 005ca000 00:12 81                               /dev/kgsl-3d0
7fcfc7000-7fcfc8000 rw-s 005de000 00:12 81                               /dev/kgsl-3d0
7fcfc8000-7fcfd0000 rw-s 005d2000 00:12 81                               /dev/kgsl-3d0
7fcfd0000-7fcfe0000 rw-s 005c8000 00:12 81                               /dev/kgsl-3d0
7fcfe0000-7fcff0000 rw-s 005c4000 00:12 81                               /dev/kgsl-3d0
7fcff0000-7fd000000 rw-s 005c3000 00:12 81                               /dev/kgsl-3d0
7fd000000-7fd110000 rw-s 005c2000 00:12 81                               /dev/kgsl-3d0
7fd110000-7fd120000 rw-s 005c0000 00:12 81                               /dev/kgsl-3d0
7fd120000-7fd162000 rw-s 005be000 00:12 81                               /dev/kgsl-3d0
7fd163000-7fd164000 rw-s 005dd000 00:12 81                               /dev/kgsl-3d0
7fd164000-7fd165000 rw-s 005d5000 00:12 81                               /dev/kgsl-3d0
7fd165000-7fd166000 rw-s 005d3000 00:12 81                               /dev/kgsl-3d0
7fd166000-7fd167000 rw-s 005d1000 00:12 81                               /dev/kgsl-3d0
7fd167000-7fd168000 rw-s 005d0000 00:12 81                               /dev/kgsl-3d0
7fd168000-7fd16c000 rw-s 005cf000 00:12 81                               /dev/kgsl-3d0
7fd16c000-7fd16d000 rw-s 005cd000 00:12 81                               /dev/kgsl-3d0
7fd16d000-7fd16e000 rw-s 005cb000 00:12 81                               /dev/kgsl-3d0
7fd16e000-7fd16f000 rw-s 005c9000 00:12 81                               /dev/kgsl-3d0
7fd16f000-7fd170000 rw-s 005c7000 00:12 81                               /dev/kgsl-3d0
7fd170000-7fd180000 rw-s 005bc000 00:12 81                               /dev/kgsl-3d0
7fd180000-7fd1c0000 rw-s 005ba000 00:12 81                               /dev/kgsl-3d0
7fd1c0000-7fd1d0000 rw-s 005b8000 00:12 81                               /dev/kgsl-3d0
7fd1d1000-7fd1d9000 rw-s 005c6000 00:12 81                               /dev/kgsl-3d0
7fd1d9000-7fd1da000 rw-s 005c5000 00:12 81                               /dev/kgsl-3d0
7fd1da000-7fd1dc000 rw-s 005b7000 00:12 81                               /dev/kgsl-3d0
7fd1dc000-7fd1e0000 rw-s 005b6000 00:12 81                               /dev/kgsl-3d0
7fd1e0000-7fd200000 rw-s 005b3000 00:12 81                               /dev/kgsl-3d0
7fd200000-7fd220000 rw-s 005b1000 00:12 81                               /dev/kgsl-3d0
7fd221000-7fd222000 rw-s 005c1000 00:12 81                               /dev/kgsl-3d0
7fd222000-7fd22a000 rw-s 005b5000 00:12 81                               /dev/kgsl-3d0
7fd22a000-7fd22c000 rw-s 005b4000 00:12 81                               /dev/kgsl-3d0
7fd22c000-7fd230000 rw-s 005b0000 00:12 81                               /dev/kgsl-3d0
7fd230000-7fd250000 rw-s 005af000 00:12 81                               /dev/kgsl-3d0
7fd250000-7fd270000 rw-s 005ad000 00:12 81                               /dev/kgsl-3d0
7fd270000-7fd280000 rw-s 005aa000 00:12 81                               /dev/kgsl-3d0
7fd281000-7fd282000 rw-s 005bf000 00:12 81                               /dev/kgsl-3d0
7fd282000-7fd284000 rw-s 005b2000 00:12 81                               /dev/kgsl-3d0
7fd284000-7fd286000 rw-s 005ae000 00:12 81                               /dev/kgsl-3d0
7fd286000-7fd288000 rw-s 005ac000 00:12 81                               /dev/kgsl-3d0
7fd288000-7fd28c000 rw-s 005ab000 00:12 81                               /dev/kgsl-3d0
7fd28c000-7fd290000 rw-s 005a9000 00:12 81                               /dev/kgsl-3d0
7fd290000-7fd2a0000 rw-s 005a8000 00:12 81                               /dev/kgsl-3d0
7fd2a0000-7fd2b0000 rw-s 005a5000 00:12 81                               /dev/kgsl-3d0
7fd2b0000-7fd3c0000 rw-s 005a4000 00:12 81                               /dev/kgsl-3d0
7fd3c0000-7fd3d0000 rw-s 005a3000 00:12 81                               /dev/kgsl-3d0
7fd3d0000-7fd3e0000 rw-s 005a0000 00:12 81                               /dev/kgsl-3d0
7fd3e1000-7fd3e2000 rw-s 005bd000 00:12 81                               /dev/kgsl-3d0
7fd3e2000-7fd3e6000 rw-s 005a7000 00:12 81                               /dev/kgsl-3d0
7fd3e6000-7fd3e8000 rw-s 005a6000 00:12 81                               /dev/kgsl-3d0
